"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/26/2012","iTunes","ITUNES MUSICUSA ITUNCUPERTINOMHJM5HYH520 ITUNES MUSIC STORE 320122390165529457","0.83","debit","Music","Hilton HHonors Card","",""
"8/25/2012","CVS","CVS #3935 03935     PALO ALTO00131700    DRUG STORE/PHARMACY 320122380152469045","26.75","debit","Pharmacy","Hilton HHonors Card","",""
"8/25/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122380152469044","3.18","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/24/2012","Subway","SUBWAY        498253PALO ALTO019117249   650-3251805 320122370139686888","5.00","debit","Fast Food","Hilton HHonors Card","",""
"8/24/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEX9EE9DEB6   AUTOMOBILE ASSOC 320122370139686889","78.03","credit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/24/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGET9E9BE62E   AUTOMOBILE ASSOC 320122370139686890","7.60","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/23/2012","Trader Joe's","TRADER JOE'S #207  QPALO ALTO00240527    626-599-3700 320122360125212998","27.11","debit","Groceries","Hilton HHonors Card","",""
"8/22/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEX9ED45F01   AUTOMOBILE ASSOC 320122350113405772","4.34","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/22/2012","Subway","SUBWAY        498253PALO ALTO020907539   650-3251805 320122350113405771","5.00","debit","Fast Food","Hilton HHonors Card","",""
"8/21/2012","St Madeline Sophie","ST. MADELINE SOPHIE BELLEVUE85309602234 425-747-6770 320122340112067722","60.00","debit","Restaurants","Hilton HHonors Card","Parents Expenses",""
"8/21/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07600051    800-955-5225 320122340099866989","9.92","debit","Fast Food","Hilton HHonors Card","",""
"8/21/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEQ6F1A9A2D   AUTOMOBILE ASSOC 320122340099866990","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/21/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122340099866991","80.11","debit","Groceries","Hilton HHonors Card","",""
"8/20/2012","Izzy's","IZZY'S BROOKLYN BAGE650-329-070085309612233             USFC94306 320122330098579183","8.00","debit","Restaurants","Hilton HHonors Card","",""
"8/19/2012","G Bi Palo","G BI-PALO ALTO 601 0PALO ALTO08840079    650-323-7723 320122320075852620","37.00","debit","Uncategorized","Hilton HHonors Card","",""
"8/19/2012","Safeway","SAFEWAY  STORE  0490BELLEVUEGROCERY STORE 320122320075852619","2.29","debit","Groceries","Hilton HHonors Card","",""
"8/19/2012","Walgreens","WALGREENS #13596 000PALO ALTO99999992232 8002892273 320122320075852621","8.66","debit","Pharmacy","Hilton HHonors Card","",""
"8/18/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122310062814816","2.07","debit","Groceries","Hilton HHonors Card","",""
"8/18/2012","Jamba Juice","JAMBA JUICE #61 0000STANFORD20589751    5105960100 320122310062814817","1.00","debit","Food & Dining","Hilton HHonors Card","",""
"8/18/2012","Subway","SUBWAY        498253PALO ALTO021561035   650-3251805 320122310062814818","5.00","debit","Fast Food","Hilton HHonors Card","",""
"8/16/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGED4F5A04A0   AUTOMOBILE ASSOC 320122290035575872","78.03","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/16/2012","Safeway","SAFEWAY  STORE  3540DES MOINESGROCERY STORE 320122290035575871","27.09","debit","Groceries","Hilton HHonors Card","",""
"8/16/2012","Safeway","SAFEWAY  STORE  3540DES MOINESGROCERY STORE 320122290035575870","2.29","debit","Groceries","Hilton HHonors Card","",""
"8/15/2012","Amazon","AMAZON SERVICES-KIND866-321-885HO25Q61JHYK DIGITAL 320122280021842599","18.91","debit","Shopping","Hilton HHonors Card","",""
"8/15/2012","Amazon","AMAZON SERVICES-KIND866-321-885CLJPUYOXDNI DIGITAL 320122280021842598","18.91","debit","Shopping","Hilton HHonors Card","",""
"8/14/2012","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320122270021239449","1215.39","credit","Credit Card Payment","Hilton HHonors Card","Parents Expenses",""
"8/14/2012","Amazon","AMAZON.COM          AMZN.COM/BILC39FTOAN1Q MERCHANDISE 320122270009050025","6.99","debit","Shopping","Hilton HHonors Card","",""
"8/14/2012","Amazon","AMAZON.COM          AMZN.COM/BILC3ANOWO3E7 MERCHANDISE 320122270009050024","17.27","debit","Shopping","Hilton HHonors Card","",""
"8/13/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGED4F304A35   AUTOMOBILE ASSOC 320122260497118447","78.03","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/13/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO78850030    650-462-9154 320122260497118448","16.26","debit","Fast Food","Hilton HHonors Card","",""
"8/13/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122260497118445","5.49","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/13/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122260497118446","3.96","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/12/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122250485473681","7.45","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/12/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEK4F05C635   AUTOMOBILE ASSOC 320122250485473682","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/11/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122240473113274","59.11","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/11/2012","CVS","CVS #3935 03935     PALO ALTO00013862    DRUG STORE/PHARMACY 320122240473113275","3.00","debit","Pharmacy","Hilton HHonors Card","",""
"8/09/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122220446383021","2.59","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/08/2012","Palo Alto Creamery","PALO ALTO CREAMERY  PALO ALTO586189      RESTAURANT 320122210433081890","30.90","debit","Restaurants","Hilton HHonors Card","",""
"8/08/2012","Safeway","SAFEWAY  STORE  0490BELLEVUEGROCERY STORE 320122210433081889","18.00","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/07/2012","QFC","QFC #5805 000005805 SEATTLE99999992219 8002016261 320122200419136543","6.55","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/07/2012","QFC","QFC #5805 000005805 SEATTLE99999992219 8002016261 320122200419136542","6.03","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"8/06/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122190407134850","78.38","debit","Groceries","Hilton HHonors Card","",""
"8/05/2012","iTunes","ITUNES MUSICUSA ITUNCUPERTINOMHJM35ZH0K0 ITUNES MUSIC STORE 320122180395376859","1.41","debit","Music","Hilton HHonors Card","",""
"8/04/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122170382919451","81.87","debit","Groceries","Hilton HHonors Card","",""
"8/04/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122170382919452","59.76","debit","Groceries","Hilton HHonors Card","",""
"8/04/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGET9DBA9221   AUTOMOBILE ASSOC 320122170382919453","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"8/02/2012","Comcast","COMCAST CABLE COMM  800-COMCAST84983300801 CABLE SVS 320122150354694569","114.06","debit","Television","Hilton HHonors Card","Parents Expenses",""
"8/01/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122140340350827","20.83","debit","Groceries","Hilton HHonors Card","",""
"8/01/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BITVY6O5N6U4U MERCHANDISE 320122140340350828","26.57","debit","Shopping","Hilton HHonors Card","",""
"7/31/2012","Safeway","SAFEWAY  STORE  3540DES MOINESGROCERY STORE 320122130327663708","26.45","debit","Groceries","Hilton HHonors Card","",""
"7/31/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122130327663709","1.63","debit","Groceries","Hilton HHonors Card","",""
"7/30/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122120315710977","7.12","debit","Groceries","Hilton HHonors Card","",""
"7/30/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122120315710978","26.22","debit","Groceries","Hilton HHonors Card","",""
"7/28/2012","Subway","SUBWAY        498253PALO ALTO020389222   650-3251805 320122100291599616","5.00","debit","Fast Food","Hilton HHonors Card","",""
"7/28/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BISYXB2RD1GJE MERCHANDISE 320122100291599617","93.19","debit","Shopping","Hilton HHonors Card","",""
"7/27/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320122090277753738","3.08","debit","Groceries","Hilton HHonors Card","",""
"7/27/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGED4E6390F4   AUTOMOBILE ASSOC 320122090277753739","11.37","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"7/27/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07100347    800-955-5225 320122090277753741","5.60","debit","Fast Food","Hilton HHonors Card","",""
"7/27/2012","Lucky","LUCKY BRAND #699    866-975-582020904701   866-975-5825 320122090277753740","85.16","debit","Groceries","Hilton HHonors Card","",""
"7/26/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122080264803584","81.32","debit","Groceries","Hilton HHonors Card","",""
"7/25/2012","iTunes","WWW.ITUNES.COM ITUNEAUSTINMHJM229F800 iTunes Music Store 320122070251516264","2.83","debit","Music","Hilton HHonors Card","",""
"7/25/2012","Macy's","MACY'S #334 STANFORDPALO ALTO33400280957 MACY'S 320122070251516263","75.83","debit","Clothing","Hilton HHonors Card","",""
"7/25/2012","QFC","QFC #5805 000005805 SEATTLE99999992206 8002016261 320122070251516262","37.85","debit","Groceries","Hilton HHonors Card","",""
"7/24/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGES9C46298B   AUTOMOBILE ASSOC 320122060238802488","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"7/24/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122060238802487","14.51","debit","Groceries","Hilton HHonors Card","",""
"7/23/2012","St Madeline Sophie","ST. MADELINE SOPHIE BELLEVUE85309602204 425-747-6770 320122050226966429","60.00","debit","Restaurants","Hilton HHonors Card","Parents Expenses",""
"7/21/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320122030202542141","14.00","debit","Groceries","Hilton HHonors Card","",""
"7/20/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320122020189478626","110.54","debit","Groceries","Hilton HHonors Card","",""
"7/20/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEU9C8F3745   AUTOMOBILE ASSOC 320122020189478625","13.01","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"7/19/2012","iTunes","WWW.ITUNES.COM ITUNEAUSTINMHJM1HQ3WT0 iTunes Music Store 320122010176729300","2.83","debit","Music","Hilton HHonors Card","",""
"7/17/2012","Safeway","SAFEWAY  STORE  1555FEDERAL WAYGROCERY STORE 320121990149888522","42.18","debit","Groceries","Hilton HHonors Card","",""
"7/17/2012","Tresidder Express","TRESIDDER EXPRESS #68006214345000010063146314              94305 320121990149888523","12.77","debit","Uncategorized","Hilton HHonors Card","",""
"7/16/2012","Safeway","SAFEWAY  STORE  3472BELLEVUEGROCERY STORE 320121980137473019","33.96","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"7/16/2012","Safeway","SAFEWAY STORE  1990 SANTA CLARAGROCERY STORE 320121980137473020","23.47","debit","Groceries","Hilton HHonors Card","",""
"7/16/2012","QFC","QFC #5874 000005874 8002016261999999921978002016261 320121980137473018","43.81","debit","Groceries","Hilton HHonors Card","",""
"7/15/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGET9CE0158E   AUTOMOBILE ASSOC 320121970125974510","8.67","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"7/15/2012","Safeway","SAFEWAY  STORE  0464REDMONDGROCERY STORE 320121970125974509","2.19","debit","Groceries","Hilton HHonors Card","Parents Expenses",""
"7/14/2012","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320121960113080604","1287.57","credit","Credit Card Payment","Hilton HHonors Card","Parents Expenses",""
"7/14/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320121960113080605","32.71","debit","Groceries","Hilton HHonors Card","",""
"7/13/2012","Melt Stanford","THE MELT-STANFORD 54PALO ALTO000197027   4156066879 320121950099489818","4.28","debit","Uncategorized","Hilton HHonors Card","",""
"7/12/2012","Jamba Juice","JAMBA JUICE #61 0000STANFORD85414329    5105960100 320121940086830304","6.00","debit","Food & Dining","Hilton HHonors Card","",""
"7/10/2012","Walgreens","WALGREENS #13596 000PALO ALTO99999992192 8002892273 320121920060181606","14.16","debit","Pharmacy","Hilton HHonors Card","",""
"7/08/2012","Chipotle","CHIPOTLE 0469 0089  BELLEVUE0000010550  425-467-0660 320121900037226905","8.21","debit","Fast Food","Hilton HHonors Card","",""
"7/08/2012","Burgermaster Bellevu","BURGERMASTER BELLEVUSEATTLE10156420120 4258279566 320121900037226904","24.00","debit","Fast Food","Hilton HHonors Card","",""
"7/06/2012","Rite Aid","RITE AID 5178 RITE ABELLEVUE035075555   DRUG STORE/PHARMACY 320121880011357106","6.34","debit","Pharmacy","Hilton HHonors Card","",""
"7/06/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPNMXSQJV6VV MERCHANDISE 320121880011357104","144.97","debit","Shopping","Hilton HHonors Card","",""
"7/06/2012","Chipotle","CHIPOTLE 0469 0089  BELLEVUE0000010086  425-467-0660 320121880011357105","16.43","debit","Fast Food","Hilton HHonors Card","",""
"7/05/2012","Burger King","BURGER KING 4273 003BELLEVUE0000040119  425-746-0336 320121870001660189","3.25","debit","Fast Food","Hilton HHonors Card","",""
"7/04/2012","iTunes","WWW.ITUNES.COM ITUNEAUSTINMHJM0642K00 iTunes Music Store 320121860487608368","1.41","debit","Music","Hilton HHonors Card","",""
"7/02/2012","Comcast","COMCAST CABLE COMM  800-COMCAST84983300801 CABLE SVS 320121840460310851","114.26","debit","Television","Hilton HHonors Card","Parents Expenses",""
"7/02/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320121840460310852","43.21","debit","Groceries","Hilton HHonors Card","",""
"6/30/2012","La Boulange De","LA BOULANGE DE PALO PALO ALTO0           111-111-1111 320121820434657136","3.79","debit","Uncategorized","Hilton HHonors Card","",""
"6/29/2012","Amazon","AMAZON SERVICES-KIND866-321-885TJVXV6D8HQK DIGITAL 320121810421456482","19.24","debit","Shopping","Hilton HHonors Card","",""
"6/28/2012","Sparkfun Electronicsboulder","SPARKFUN ELECTRONICSBOULDER4470147768  303-284-0979 320121800407427420","11.34","debit","Uncategorized","Hilton HHonors Card","",""
"6/28/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIE8ASNR92FDY MERCHANDISE 320121800407427421","99.95","debit","Shopping","Hilton HHonors Card","",""
"6/28/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BISGCUGAPG1F9 MERCHANDISE 320121800407427422","14.98","debit","Shopping","Hilton HHonors Card","",""
"6/28/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIFS2K5BW2ALL MERCHANDISE 320121800407427419","21.46","debit","Shopping","Hilton HHonors Card","",""
"6/25/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEU9B8C5BA0   AUTOMOBILE ASSOC 320121770369397820","9.75","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/25/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320121770369397817","163.50","debit","Groceries","Hilton HHonors Card","",""
"6/25/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIW2QRDUHMNUA MERCHANDISE 320121770369397822","28.99","debit","Shopping","Hilton HHonors Card","",""
"6/25/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGET9C145BCD   AUTOMOBILE ASSOC 320121770369397819","9.75","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/25/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEZ4C006026   AUTOMOBILE ASSOC 320121770369397818","4.87","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/25/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIC9Z462QS7DQ MERCHANDISE 320121770369397821","0.49","debit","Shopping","Hilton HHonors Card","",""
"6/24/2012","Coho Stanford","COHO 650000003604009STANFORD10156420120 6507212262 320121760357759159","7.52","debit","Uncategorized","Hilton HHonors Card","",""
"6/23/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07700044    800-955-5225 320121750344865772","3.44","debit","Fast Food","Hilton HHonors Card","",""
"6/21/2012","Domino's Pizza","DOMINOS 7930 00000794158219700042000377694158219700 320121730318816784","35.00","debit","Fast Food","Hilton HHonors Card","",""
"6/21/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEK4CDB4996   AUTOMOBILE ASSOC 320121730318816785","8.66","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/21/2012","St Madeline Sophie","ST. MADELINE SOPHIE BELLEVUE85309602173 425-747-6770 320121730330766925","60.00","debit","Restaurants","Hilton HHonors Card","Parents Expenses",""
"6/19/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGET9BD648D3   AUTOMOBILE ASSOC 320121710292333434","21.65","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/18/2012","Stanford Univ Bkst","STANFORD UNIV BKST #8006214345000050043674367              94305 320121700280738082","69.72","debit","Uncategorized","Hilton HHonors Card","",""
"6/18/2012","Tresidder Express","TRESIDDER EXPRESS #68006214345000010092719271              94305 320121700280738083","12.47","debit","Uncategorized","Hilton HHonors Card","",""
"6/17/2012","Palo Alto Creamery","PALO ALTO CREAMERY-SPALO ALTO0000010443  650-327-3141 320121690268049757","30.00","debit","Restaurants","Hilton HHonors Card","",""
"6/16/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320121680254930760","41.74","debit","Groceries","Hilton HHonors Card","",""
"6/16/2012","Trader Joe's","TRADER JOE'S #207  QPALO ALTO0741878     626-599-3700 320121680254930762","7.98","debit","Groceries","Hilton HHonors Card","",""
"6/16/2012","Chipotle","CHIPOTLE 1265 0094  PALO ALTO0000010027  650-462-9154 320121680254930761","14.88","debit","Fast Food","Hilton HHonors Card","",""
"6/15/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEU9B3745B8   AUTOMOBILE ASSOC 320121670253600435","8.66","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/15/2012","Tresidder Express","TRESIDDER EXPRESS #68006214345000030013281328              94305 320121670240888569","2.15","debit","Uncategorized","Hilton HHonors Card","",""
"6/15/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGET9BBA093C   AUTOMOBILE ASSOC 320121670253600434","12.99","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/14/2012","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320121660227392367","554.03","credit","Credit Card Payment","Hilton HHonors Card","",""
"6/14/2012","iTunes","WWW.ITUNES.COM ITUNEAUSTINMHJLYFYK4Y0 iTunes Music Store 320121660227392368","2.27","debit","Music","Hilton HHonors Card","",""
"6/12/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIIL0VNX6EIIY MERCHANDISE 320121640200312263","149.99","debit","Shopping","Hilton HHonors Card","",""
"6/12/2012","Tresidder Express","TRESIDDER EXPRESS #68006214345000010078777877              94305 320121640200312265","1.59","debit","Uncategorized","Hilton HHonors Card","",""
"6/12/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIHRW5KBW3LFF MERCHANDISE 320121640200312264","34.95","debit","Shopping","Hilton HHonors Card","",""
"6/11/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEK4C74E144   AUTOMOBILE ASSOC 320121630188300518","4.87","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/11/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEU9AFA5928   AUTOMOBILE ASSOC 320121630188300519","9.75","credit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/11/2012","iTunes","WWW.ITUNES.COM ITUNEAUSTINMHJLYFYJ8D0 iTunes Music Store 320121630188300512","10.94","debit","Music","Hilton HHonors Card","",""
"6/11/2012","iTunes","WWW.ITUNES.COM ITUNEAUSTINMHJLYFYFTS0 iTunes Music Store 320121630188300511","4.16","debit","Music","Hilton HHonors Card","",""
"6/11/2012","CVS","CVS #3935 03935     PALO ALTO00133691    DRUG STORE/PHARMACY 320121630188300515","11.00","debit","Pharmacy","Hilton HHonors Card","",""
"6/11/2012","CVS","CVS #3935 03935     PALO ALTO00017353    DRUG STORE/PHARMACY 320121630188300516","4.22","debit","Pharmacy","Hilton HHonors Card","",""
"6/11/2012","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BING4RJCHKCG9 MERCHANDISE 320121630188300514","33.99","debit","Shopping","Hilton HHonors Card","",""
"6/11/2012","Amazon","AMAZON.COM          AMZN.COM/BIIL02SQLXG02 MERCHANDISE 320121630188300513","43.11","debit","Shopping","Hilton HHonors Card","",""
"6/11/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGES9A95A914   AUTOMOBILE ASSOC 320121630188300517","9.75","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/10/2012","Jack in the Box","JACK IN THE BOX 455 PALO ALTO07400019    800-955-5225 320121620177140887","8.18","debit","Fast Food","Hilton HHonors Card","",""
"6/10/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320121620177140888","106.00","debit","Groceries","Hilton HHonors Card","",""
"6/09/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGES9A8321C0   AUTOMOBILE ASSOC 320121610163744899","9.75","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/08/2012","Amazon","AMAZON.COM          AMZN.COM/BIG62GCTMVIQG MERCHANDISE 320121600150278809","74.95","debit","Shopping","Hilton HHonors Card","",""
"6/08/2012","Amazon","AMAZON.COM          AMZN.COM/BIG629JMBRMR7 MERCHANDISE 320121600150278810","12.95","debit","Shopping","Hilton HHonors Card","",""
"6/07/2012","Safeway","SAFEWAY STORE     27Menlo ParkGROCERY STORE 320121590137056362","34.54","debit","Groceries","Hilton HHonors Card","",""
"6/07/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGED4C69F65F   AUTOMOBILE ASSOC 320121590137056363","8.66","debit","Rental Car & Taxi","Hilton HHonors Card","",""
"6/07/2012","Ike Place Palo","IKE'S PLACE         PALO ALTO84223692158 415-298-1081 320121590137056360","27.27","debit","Uncategorized","Hilton HHonors Card","My Expenses",""
"6/07/2012","Amazon","AMAZON.COM          AMZN.COM/BIFU58DE4ZFY6 MERCHANDISE 320121590137056361","24.08","debit","Shopping","Hilton HHonors Card","My Expenses",""
"6/07/2012","Zipcar","ZIPCAR.INC ZIPCAR   CAMBRIDGEX9BB6F369   AUTOMOBILE ASSOC 320121590137056364","30.31","debit","Rental Car & Taxi","Hilton HHonors Card","My Expenses",""
"6/03/2012","Stanford Univ Bkst","STANFORD UNIV BKST #8006214345000040034583458              94305 320121550086331294","6.36","debit","Uncategorized","Hilton HHonors Card","My Expenses",""
"6/02/2012","Comcast","COMCAST CABLE COMM  800-COMCAST84983300801 CABLE SVS 320121540072207122","114.26","debit","Television","Hilton HHonors Card","Parents Expenses",""
"6/01/2012","Amazon","AMAZON SERVICES-KIND866-321-885TYJ2MS7YJRN DIGITAL 320121530058076236","9.32","debit","Shopping","Hilton HHonors Card","My Expenses",""
